Rank,Title,Year,Duration,Genre1,Genre2,Genre3,Rating,Votes,Director,Actor1,Actor2,Actor3,Actor4
211,Experimenter,2015,98,Biography, Drama, History,6.6,18961,Michael Almereyda,John Palladino,Anthony Edwards,Jim Gaffigan,Peter Sarsgaard
212,Max,2015,111,Adventure, Drama, Family,6.6,27380,Boaz Yakin,Thomas Haden Church,Josh Wiggins,Luke Kleintank,Lauren Graham
213,Louder Than Bombs,2015,109,Drama,,,6.6,13675,Joachim Trier,Jesse Eisenberg,Gabriel Byrne,Isabelle Huppert,Devin Druid
214,"Hello, My Name Is Doris",2015,90,Comedy, Drama, Romance,6.6,22003,Michael Showalter,Sally Field,Max Greenfield,Tyne Daly,Wendi McLendon-Covey
215,Freeheld,2015,103,Biography, Drama, Romance,6.6,12879,Peter Sollett,Julianne Moore,Elliot Page,Steve Carell,Michael Shannon
216,The Daughter,2015,96,Drama,,,6.6,5385,Simon Stone,Geoffrey Rush,Nicholas Hope,Sam Neill,Ewen Leslie
217,April 9th,2015,93,Drama, History, War,6.6,6144,Roni Ezra,Pilou Asbæk,Lars Mikkelsen,Elliott Crosset Hove,Martin Greis-Rosenthal
218,Retribution,2015,102,Action, Adventure, Crime,6.6,10536,Dani de la Torre,Luis Tosar,Javier Gutiérrez,Elvira Mínguez,Fernando Cayo
219,Wolf Totem,2015,121,Adventure, Drama,,6.6,6039,Jean-Jacques Annaud,Shaofeng Feng,Shawn Dou,Ankhnyam Ragchaa,Zhusheng Yin
220,Blind Date,2015,90,Comedy, Romance,,6.6,6938,Clovis Cornillac,Mélanie Bernier,Clovis Cornillac,Lilou Fogli,Philippe Duquesne
221,The Hunger Games: Mockingjay - Part 2,2015,137,Action, Adventure, Sci-Fi,6.5,339590,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson
222,The Final Girls,2015,91,Comedy, Fantasy, Horror,6.5,48439,Todd Strauss-Schulson,Taissa Farmiga,Malin Akerman,Adam Devine,Thomas Middleditch
223,Crimson Peak,2015,119,Drama, Horror, Mystery,6.5,152126,Guillermo del Toro,Mia Wasikowska,Jessica Chastain,Tom Hiddleston,Charlie Hunnam
224,Entourage,2015,104,Comedy, Drama,,6.5,81296,Doug Ellin,Adrian Grenier,Kevin Connolly,Jerry Ferrara,Kevin Dillon
225,Sleeping with Other People,2015,101,Comedy, Drama, Romance,6.5,45116,Leslye Headland,Jason Sudeikis,Alison Brie,Jordan Carlos,Margarita Levieva
226,Self/less,2015,117,Action, Mystery, Sci-Fi,6.5,101180,Tarsem Singh,Ryan Reynolds,Natalie Martinez,Matthew Goode,Ben Kingsley
227,The Second Best Exotic Marigold Hotel,2015,122,Comedy, Drama, Romance,6.5,34649,John Madden,Judi Dench,Maggie Smith,Bill Nighy,Dev Patel
228,Hyena Road,2015,120,Action, Drama, War,6.5,8142,Paul Gross,Rossif Sutherland,Allan Hawco,David Richmond-Peck,Karl Campbell
229,The Program,2015,99,Biography, Drama, Sport,6.5,18248,Stephen Frears,Ben Foster,Chris O'Dowd,Guillaume Canet,Jesse Plemons
230,The Great Gilly Hopkins,2015,99,Comedy, Drama, Family,6.5,5099,Stephen Herek,Sophie Nélisse,Kathy Bates,Glenn Close,Octavia Spencer
231,A Royal Night Out,2015,97,Comedy, Drama, Romance,6.5,10616,Julian Jarrold,Sarah Gadon,Bel Powley,Emily Watson,Rupert Everett
232,Those People,2015,89,Drama, Romance,,6.5,6320,Joey Kuhn,Jonathan Gordon,Jason Ralph,Haaz Sleiman,Britt Lower
233,Manifesto,2015,95,Drama,,,6.5,6926,Julian Rosefeldt,Cate Blanchett,Erika Bauer,Ruby Bustamante,Carl Dietrich
234,Tale of Tales,2015,134,Drama, Fantasy, Horror,6.4,29617,Matteo Garrone,Salma Hayek,Vincent Cassel,Toby Jones,John C. Reilly
235,Minions,2015,91,Animation, Adventure, Comedy,6.4,245383,Kyle Balda,Pierre Coffin,Sandra Bullock,Jon Hamm,Michael Keaton
236,Hidden,2015,84,Horror, Sci-Fi, Thriller,6.4,23129,Matt Duffer,Ross Duffer,Alexander Skarsgård,Andrea Riseborough,Emily Alyn Lind
237,Solace,2015,101,Crime, Drama, Mystery,6.4,65347,Afonso Poyart,Anthony Hopkins,Jeffrey Dean Morgan,Abbie Cornish,Colin Farrell
238,Tomorrowland,2015,130,Action, Adventure, Family,6.4,185490,Brad Bird,George Clooney,Britt Robertson,Hugh Laurie,Raffey Cassidy
239,Pitch Perfect 2,2015,115,Comedy, Music,,6.4,161884,Elizabeth Banks,Anna Kendrick,Rebel Wilson,Hailee Steinfeld,Brittany Snow
240,The DUFF,2015,101,Comedy, Romance,,6.4,97378,Ari Sandel,Mae Whitman,Bella Thorne,Robbie Amell,Allison Janney
241,Hell House LLC,2015,93,Horror, Mystery,,6.4,17831,Stephen Cognetti,Gore Abrams,Alice Bahlke,Danny Bellini,Theodore Bouloukos
242,The Survivalist,2015,104,Drama, Sci-Fi, Thriller,6.4,17881,Stephen Fingleton,Martin McCann,Mia Goth,Olwen Fouéré,Douglas Russell
243,A Bigger Splash,2015,125,Drama, Music, Thriller,6.4,31335,Luca Guadagnino,Tilda Swinton,Matthias Schoenaerts,Ralph Fiennes,Dakota Johnson
244,Child 44,2015,137,Crime, Drama, History,6.4,72752,Daniel Espinosa,Tom Hardy,Gary Oldman,Noomi Rapace,Joel Kinnaman
245,Forsaken,2015,90,Action, Drama, Western,6.4,12975,Jon Cassar,Esther Purves-Smith,Kiefer Sutherland,Donald Sutherland,Lex Cassar
246,War Room,2015,120,Drama,,,6.4,15392,Alex Kendrick,Priscilla C. Shirer,T.C. Stallings,Karen Abercrombie,Beth Moore
247,Mississippi Grind,2015,108,Comedy, Drama,,6.4,24826,Anna Boden,Ryan Fleck,Ben Mendelsohn,Ryan Reynolds,Yvonne Landry
248,The Night Before,2015,101,Comedy, Fantasy,,6.4,78556,Jonathan Levine,Joseph Gordon-Levitt,Seth Rogen,Jillian Bell,Lizzy Caplan
249,The Devil's Candy,2015,79,Drama, Horror, Thriller,6.4,20247,Sean Byrne,Ethan Embry,Shiri Appleby,Pruitt Taylor Vince,Kiara Glasco
250,Woodlawn,2015,123,Biography, Drama, History,6.4,7496,Andrew Erwin,Jon Erwin,Caleb Castille,Sean Astin,Jon Voight
1,Mirror Game,2016,147,Crime, Mystery, Thriller,9.0,27434,Amitabh Reza Chowdhury,Chanchal Chowdhury,Masuma Rahman Nabila,Partha Barua,Lutfur Rahman George
2,The Unnamed,2016,100,Drama,,,9.0,5423,Tauquir Ahmed,Shahiduzzaman Selim,Ashraful Tushar,Mosharraf Karim,Nipun
3,Natsamrat,2016,166,Drama, Family,,8.8,6846,Mahesh Manjrekar,Nana Patekar,Medha Manjrekar,Mrunmayee Deshpande,Sunil Barve
4,Your Name.,2016,106,Animation, Drama, Fantasy,8.4,280986,Makoto Shinkai,Ryunosuke Kamiki,Mone Kamishiraishi,Ryo Narita,Aoi Yûki
5,Aruvi,2016,130,Drama,,,8.4,13425,Arun Prabhu Purushothaman,Aditi Balan,Padmashri Mohammad Ali,Pradeep Anthony,Arnold
6,Dangal,2016,161,Action, Biography, Drama,8.3,195908,Nitesh Tiwari,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,Sanya Malhotra
7,Maheshinte Prathikaaram,2016,120,Comedy, Drama, Thriller,8.3,9286,Dileesh Pothan,Fahadh Faasil,Aparna Balamurali,Soubin Shahir,Alencier Ley Lopez
8,Sairat,2016,174,Drama, Romance,,8.3,13703,Nagraj Manjule,Rinku Rajguru,Akash Thosar,Arbaz Shaikh,Tanaji Galgunde
9,Life and a Day,2016,112,Drama,,,8.2,16185,Saeed Roustayi,Payman Maadi,Navid Mohammadzadeh,Parinaz Izadyar,Shabnam Moghadami
10,The Mountain II,2016,135,Action, Drama, War,8.2,109043,Alper Caglar,Caglar Ertugrul,Ufuk Bayraktar,Ahu Türkpençe,Murat Serezli
11,Dhuruvangal Pathinaaru,2016,105,Crime, Drama, Mystery,8.2,16149,Karthick Naren,Rahman,Prakash Raghavan,Sharath Kumar,Santhosh Krishna
12,Kshanam,2016,110,Mystery, Thriller,,8.2,5740,Ravikanth Perepu,Adivi Sesh,Adah Sharma,Anasuya Bharadwaj,Satyadev Kancharana
13,Kirik Party,2016,159,Comedy, Drama,,8.2,6855,Rishab Shetty,Rakshit Shetty,Rashmika Mandanna,Samyuktha Hegde,Achyuth Kumar
14,Pelli Choopulu,2016,125,Comedy, Drama, Romance,8.2,7695,Tharun Bhascker Dhaassyam,Keshavdeepak Ballari,Abhay Bethiganti,Vijay Deverakonda,Anish Kuruvilla
15,Hacksaw Ridge,2016,139,Biography, Drama, History,8.1,543854,Mel Gibson,Andrew Garfield,Sam Worthington,Luke Bracey,Teresa Palmer
16,The Handmaiden,2016,145,Drama, Romance, Thriller,8.1,155019,Park Chan-wook,Kim Min-hee,Ha Jung-woo,Cho Jin-woong,Moon So-ri
17,A Silent Voice: The Movie,2016,130,Animation, Drama,,8.1,87651,Naoko Yamada,Miyu Irino,Saori Hayami,Aoi Yûki,Kenshô Ono
18,Pink,2016,136,Crime, Drama, Thriller,8.1,46252,Aniruddha Roy Chowdhury,Amitabh Bachchan,Taapsee Pannu,Kirti Kulhari,Andrea Tariang
19,Deadpool,2016,108,Action, Comedy,,8.0,1059564,Tim Miller,Ryan Reynolds,Morena Baccarin,T.J. Miller,Ed Skrein
20,La La Land,2016,128,Comedy, Drama, Music,8.0,609729,Damien Chazelle,Ryan Gosling,Emma Stone,Rosemarie DeWitt,J.K. Simmons
21,Zootopia,2016,108,Animation, Adventure, Comedy,8.0,512303,Byron Howard,Rich Moore,Jared Bush,Ginnifer Goodwin,Jason Bateman
22,Lion,2016,118,Biography, Drama,,8.0,241541,Garth Davis,Dev Patel,Nicole Kidman,Rooney Mara,Sunny Pawar
23,The Invisible Guest,2016,106,Crime, Drama, Mystery,8.0,181533,Oriol Paulo,Mario Casas,Ana Wagener,Jose Coronado,Bárbara Lennie
24,Oopiri,2016,158,Comedy, Drama,,8.0,5499,Vamshi Paidipally,Nagarjuna Akkineni,Karthi,Tamannaah Bhatia,Prakash Raj
25,Arrival,2016,116,Drama, Mystery, Sci-Fi,7.9,713051,Denis Villeneuve,Amy Adams,Jeremy Renner,Forest Whitaker,Michael Stuhlbarg
26,Sing Street,2016,106,Comedy, Drama, Music,7.9,96793,John Carney,Ferdia Walsh-Peelo,Aidan Gillen,Maria Doyle Kennedy,Jack Reynor
27,The Other Me,2016,101,Crime, Drama, Mystery,7.9,11808,Sotiris Tsafoulias,Pigmalion Dadakaridis,Dimitris Katalifos,Manos Vakousis,Ioanna Kolliopoulou
28,M.S. Dhoni: The Untold Story,2016,184,Biography, Drama, Sport,7.9,62134,Mathur Goswami,Neeraj Pandey,Sushant Singh Rajput,Kiara Advani,Anupam Kher
29,Airlift,2016,130,Action, Drama, History,7.9,57716,Raja Menon,Akshay Kumar,Nimrat Kaur,Kumud Mishra,Prakash Belawadi
30,Rogue One: A Star Wars Story,2016,133,Action, Adventure, Sci-Fi,7.8,653155,Gareth Edwards,Felicity Jones,Diego Luna,Alan Tudyk,Donnie Yen
31,Hidden Figures,2016,127,Biography, Drama, History,7.8,238788,Theodore Melfi,Taraji P. Henson,Octavia Spencer,Janelle Monáe,Kevin Costner
32,Manchester by the Sea,2016,137,Drama,,,7.8,291512,Kenneth Lonergan,Casey Affleck,Michelle Williams,Kyle Chandler,Lucas Hedges
33,Captain America: Civil War,2016,147,Action, Sci-Fi,,7.8,805340,Anthony Russo,Joe Russo,Chris Evans,Robert Downey Jr.,Scarlett Johansson
34,Captain Fantastic,2016,118,Comedy, Drama,,7.8,224039,Matt Ross,Viggo Mortensen,George MacKay,Samantha Isler,Annalise Basso
35,Hunt for the Wilderpeople,2016,101,Adventure, Comedy, Drama,7.8,134309,Taika Waititi,Sam Neill,Julian Dennison,Rima Te Wiata,Rachel House
36,"I, Daniel Blake",2016,100,Drama,,,7.8,61713,Ken Loach,Dave Johns,Hayley Squires,Sharon Percy,Briana Shann
37,In This Corner (and Other Corners) of the World,2016,129,Animation, Drama, Family,7.8,11612,Sunao Katabuchi,Non,Ava Pickard,Kenna Pickard,Karen Strassman
38,24,2016,164,Action, Comedy, Drama,7.8,22950,Vikram K. Kumar,Suriya,Samantha Ruth Prabhu,Nithya Menen,Saranya Ponvannan
39,Kubo and the Two Strings,2016,101,Animation, Action, Adventure,7.7,132774,Travis Knight,Charlize Theron,Art Parkinson,Matthew McConaughey,Ralph Fiennes
40,Perfect Strangers,2016,96,Comedy, Drama,,7.7,67624,Paolo Genovese,Giuseppe Battiston,Anna Foglietta,Marco Giallini,Edoardo Leo
41,The Salesman,2016,124,Drama, Thriller,,7.7,62108,Asghar Farhadi,Taraneh Alidoosti,Shahab Hosseini,Mina Sadati,Mojtaba Pirzadeh
42,My Life as a Zucchini,2016,70,Animation, Comedy, Drama,7.7,26786,Claude Barras,Gaspard Schlatter,Sixtine Murat,Paulin Jaccoud,Michel Vuillermoz
43,Kapoor & Sons,2016,132,Comedy, Drama, Family,7.7,27201,Shakun Batra,Rishi Kapoor,Rajat Kapoor,Ratna Pathak Shah,Fawad Khan
44,Udta Punjab,2016,148,Action, Crime, Drama,7.7,31297,Abhishek Chaubey,Shahid Kapoor,Alia Bhatt,Kareena Kapoor,Diljit Dosanjh
45,Dhruva,2016,165,Action, Crime, Thriller,7.7,7511,Surender Reddy,Ram Charan,Arvind Swami,Rakul Preet Singh,Navdeep
46,Moana,2016,107,Animation, Adventure, Comedy,7.6,347748,Ron Clements,John Musker,Don Hall,Chris Williams,Auli'i Cravalho
47,Hell or High Water,2016,102,Crime, Drama, Thriller,7.6,237466,David Mackenzie,Chris Pine,Ben Foster,Jeff Bridges,Gil Birmingham
48,Train to Busan,2016,118,Action, Horror, Thriller,7.6,231528,Sang-ho Yeon,Gong Yoo,Jung Yu-mi,Ma Dong-seok,Su-an Kim
49,Maudie,2016,115,Biography, Drama, Romance,7.6,19529,Aisling Walsh,Sally Hawkins,Ethan Hawke,Zachary Bennett,Gabrielle Rose
50,Mr. Church,2016,104,Comedy, Drama,,7.6,29587,Bruce Beresford,Eddie Murphy,Britt Robertson,Natascha McElhone,Xavier Samuel
51,Hatred,2016,150,Drama, War,,7.6,6297,Wojciech Smarzowski,Michalina Labacz,Arkadiusz Jakubik,Wasyl Wasylik,Adrian Zaremba
52,Neerja,2016,122,Biography, Drama, Thriller,7.6,23176,Ram Madhvani,Sonam Kapoor,Shabana Azmi,Yogendra Tikku,Abrar Zahoor
53,Irudhi Suttru,2016,109,Action, Drama, Sport,7.6,12283,Sudha Kongara,Madhavan,Nassar,Radha Ravi,Kaali Venkat
54,Madaari,2016,133,Drama, Thriller,,7.6,14559,Nishikant Kamat,Irrfan Khan,Jimmy Shergill,Vishesh Bansal,Tushar Dalvi
55,Nocturnal Animals,2016,116,Drama, Thriller,,7.5,287483,Tom Ford,Amy Adams,Jake Gyllenhaal,Michael Shannon,Aaron Taylor-Johnson
56,Doctor Strange,2016,115,Action, Adventure, Fantasy,7.5,759708,Scott Derrickson,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong
57,Miss Sloane,2016,132,Drama,,,7.5,77746,John Madden,Jessica Chastain,Mark Strong,Gugu Mbatha-Raw,Michael Stuhlbarg
58,The Red Turtle,2016,80,Animation, Drama, Family,7.5,36396,Michael Dudok de Wit,Emmanuel Garijo,Tom Hudson,Baptiste Goy,Axel Devillers
59,The Distinguished Citizen,2016,118,Comedy, Drama,,7.5,12619,Mariano Cohn,Gastón Duprat,Oscar Martínez,Dady Brieva,Andrea Frigerio
60,Endless Poetry,2016,128,Biography, Drama, Fantasy,7.5,6260,Alejandro Jodorowsky,Adan Jodorowsky,Brontis Jodorowsky,Leandro Taub,Pamela Flores
61,Frantz,2016,113,Drama, History, Romance,7.5,16473,François Ozon,Pierre Niney,Paula Beer,Ernst Stötzner,Marie Gruber
62,To Father with Love,2016,168,Action, Drama, Thriller,7.5,10654,Sukumar,N.T. Rama Rao Jr.,Rakul Preet Singh,Jagapathi Babu,Rajendra Prasad
63,Trapped,2016,105,Drama, Thriller,,7.5,13130,Vikramaditya Motwane,Rajkummar Rao,Geetanjali Thapa,Shiladitya Sen,Rahul Patel
64,Sanam Teri Kasam,2016,154,Drama, Musical, Romance,7.5,14539,Radhika Rao,Vinay Sapru,Harshvardhan Rane,Mawra Hocane,Vijay Raaz
65,100 Meters,2016,108,Biography, Comedy, Drama,7.5,6592,Marcel Barrena,Dani Rovira,Karra Elejalde,Alexandra Jiménez,David Verdaguer
66,Two Lottery Tickets,2016,86,Comedy,,,7.5,11648,Paul Negoescu,Dorian Boguta,Dragos Bucur,Alexandru Papadopol,Andi Vasluianu
67,Me Before You,2016,106,Drama, Romance,,7.4,263987,Thea Sharrock,Emilia Clarke,Sam Claflin,Janet McTeer,Charles Dance
68,Moonlight,2016,111,Drama,,,7.4,316306,Barry Jenkins,Mahershala Ali,Naomie Harris,Trevante Rhodes,Alex R. Hibbert
69,The Jungle Book,2016,106,Adventure, Drama, Family,7.4,282107,Jon Favreau,Neel Sethi,Bill Murray,Ben Kingsley,Idris Elba
70,Sully,2016,96,Biography, Drama,,7.4,280923,Clint Eastwood,Tom Hanks,Aaron Eckhart,Laura Linney,Valerie Mahaffey
71,The Wailing,2016,156,Drama, Horror, Mystery,7.4,72626,Na Hong-jin,Jun Kunimura,Hwang Jung-min,Kwak Do-won,Woo-hee Chun
72,A Monster Calls,2016,108,Adventure, Drama, Family,7.4,90365,J.A. Bayona,Lewis MacDougall,Sigourney Weaver,Felicity Jones,Toby Kebbell
73,Dear Zindagi,2016,151,Drama, Romance,,7.4,41346,Gauri Shinde,Alia Bhatt,Shah Rukh Khan,Kunal Kapoor,Priyanka Moodley
74,Queen of Katwe,2016,124,Biography, Drama, Sport,7.4,17960,Mira Nair,Madina Nalwanga,David Oyelowo,Lupita Nyong'o,Martin Kabanza
75,Heartstone,2016,129,Drama, Romance,,7.4,5760,Guðmundur Arnar Guðmundsson,Baldur Einarsson,Blær Hinriksson,Diljá Valsdóttir,Katla Njálsdóttir
76,Aquarius,2016,146,Drama,,,7.4,20210,Kleber Mendonça Filho,Sonia Braga,Maeve Jinkings,Irandhir Santos,Humberto Carrão
77,Divines,2016,105,Crime, Drama,,7.4,10191,Houda Benyamina,Oulaya Amamra,Déborah Lukumuena,Kévin Mischel,Jisca Kalvanda
78,A Death in the Gunj,2016,110,Drama, Thriller,,7.4,5541,Konkona Sen Sharma,Kalki Koechlin,Vikrant Massey,Gulshan Devaiah,Ranvir Shorey
79,61 Days,2016,115,Comedy, Drama,,7.4,14737,Yüksel Aksu,Cem Yilmaz,Berat Efe Parlar,Adam Bay,Ümmü Putgül
80,Clash,2016,97,Drama, Thriller, War,7.4,5938,Mohamed Diab,Nilli Karim,Hany Adel,Muhammad El-Sebai,Muhammad El-Suwisi
81,The Nice Guys,2016,116,Action, Comedy, Crime,7.3,339140,Shane Black,Russell Crowe,Ryan Gosling,Angourie Rice,Matt Bomer
82,Split,2016,117,Horror, Thriller,,7.3,513659,M. Night Shyamalan,James McAvoy,Anya Taylor-Joy,Haley Lu Richardson,Jessica Sula
83,The Accountant,2016,128,Action, Thriller,,7.3,302846,Gavin O'Connor,Ben Affleck,Anna Kendrick,J.K. Simmons,Jon Bernthal
84,13 Hours,2016,144,Action, Drama, History,7.3,148745,Michael Bay,John Krasinski,Pablo Schreiber,James Badge Dale,David Denman
85,The Conjuring 2,2016,134,Horror, Mystery, Thriller,7.3,279325,James Wan,Vera Farmiga,Patrick Wilson,Madison Wolfe,Frances O'Connor
86,The Edge of Seventeen,2016,104,Comedy, Drama,,7.3,131807,Kelly Fremon Craig,Hailee Steinfeld,Haley Lu Richardson,Blake Jenner,Kyra Sedgwick
87,Patriots Day,2016,133,Action, Crime, Drama,7.3,106270,Peter Berg,Mark Wahlberg,Michelle Monaghan,J.K. Simmons,John Goodman
88,Finding Dory,2016,97,Animation, Adventure, Comedy,7.3,284480,Andrew Stanton,Angus MacLane,Ellen DeGeneres,Albert Brooks,Ed O'Neill
89,Paterson,2016,118,Comedy, Drama, Romance,7.3,84458,Jim Jarmusch,Adam Driver,Golshifteh Farahani,Nellie,Rizwan Manji
90,Snowden,2016,134,Biography, Crime, Drama,7.3,155794,Oliver Stone,Joseph Gordon-Levitt,Shailene Woodley,Melissa Leo,Zachary Quinto
91,The Fundamentals of Caring,2016,97,Comedy, Drama,,7.3,75354,Rob Burnett,Craig Roberts,Paul Rudd,Selena Gomez,Alex Huff
92,20th Century Women,2016,119,Comedy, Drama,,7.3,46811,Mike Mills,Annette Bening,Elle Fanning,Greta Gerwig,Billy Crudup
93,A Street Cat Named Bob,2016,103,Biography, Drama, Family,7.3,32336,Roger Spottiswoode,Luke Treadaway,Bob the Cat,Ruta Gedmintas,Joanne Froggatt
94,Greater,2016,130,Biography, Family, Sport,7.3,6568,David L. Hunt,Neal McDonough,Leslie Easterbrook,Christopher Severio,Michael Parks
95,Toni Erdmann,2016,162,Comedy, Drama,,7.3,49534,Maren Ade,Sandra Hüller,Peter Simonischek,Michael Wittenborn,Thomas Loibl
96,Blue Jay,2016,80,Drama, Romance,,7.3,18672,Alex Lehmann,Mark Duplass,Sarah Paulson,Clu Gulager,James Andrews
97,The Innocents,2016,115,Drama, History,,7.3,11215,Anne Fontaine,Lou de Laâge,Agata Buzek,Agata Kulesza,Vincent Macaigne
98,Two Is a Family,2016,118,Comedy, Drama,,7.3,27446,Hugo Gélin,Omar Sy,Clémence Poésy,Antoine Bertrand,Ashley Walters
99,After the Storm,2016,118,Comedy, Drama,,7.3,11938,Kore-eda Hirokazu,Hiroshi Abe,Yôko Maki,Satomi Kobayashi,Lily Franky
100,Psycho Raman,2016,133,Crime, Drama, Thriller,7.3,15307,Anurag Kashyap,Nawazuddin Siddiqui,Vicky Kaushal,Sobhita Dhulipala,Mukesh Chhabra
101,Graduation,2016,128,Crime, Drama,,7.3,14164,Cristian Mungiu,Adrian Titieni,Maria Dragus,Lia Bugnar,Mãlina Manovici
102,Sami Blood,2016,110,Drama, History,,7.3,7953,Amanda Kernell,Maj-Doris Rimpi,Olle Sarri,Ánne Biret Somby,Bo Lundmark
103,Sieranevada,2016,173,Comedy, Drama,,7.3,5439,Cristi Puiu,Mara Elena Andrei,Mirela Apostu,Eugenia Bosânceanu,Ana Branescu
104,Theri,2016,157,Action, Crime, Thriller,7.3,21381,Atlee,Joseph Vijay,Samantha Ruth Prabhu,Amy Jackson,Baby Nainika
105,Sarbjit,2016,131,Biography, Drama,,7.3,5245,Omung Kumar,Randeep Hooda,Aishwarya Rai Bachchan,Richa Chadha,Darshan Kumaar
106,Fantastic Beasts and Where to Find Them,2016,132,Adventure, Family, Fantasy,7.2,485817,David Yates,Eddie Redmayne,Katherine Waterston,Alison Sudol,Dan Fogler
107,The Founder,2016,115,Biography, Drama,,7.2,158512,John Lee Hancock,Michael Keaton,Nick Offerman,John Carroll Lynch,Linda Cardellini
108,10 Cloverfield Lane,2016,103,Drama, Horror, Mystery,7.2,337523,Dan Trachtenberg,John Goodman,Mary Elizabeth Winstead,John Gallagher Jr.,Douglas M. Griffin
109,Fences,2016,139,Drama,,,7.2,111577,Denzel Washington,Denzel Washington,Viola Davis,Stephen McKinley Henderson,Jovan Adepo
110,Batman v Superman: Dawn of Justice (Ultimate Edition),2016,182,Action, Adventure, Sci-Fi,7.2,64689,Zack Snyder,Amy Adams,Ben Affleck,Henry Cavill,Jesse Eisenberg
111,The Light Between Oceans,2016,133,Drama, Romance,,7.2,58158,Derek Cianfrance,Michael Fassbender,Alicia Vikander,Rachel Weisz,Florence Clery
112,Anthropoid,2016,120,Action, Biography, Drama,7.2,50528,Sean Ellis,Jamie Dornan,Cillian Murphy,Brian Caspe,Karel Hermánek Jr.
113,The Siege of Jadotville,2016,108,Action, Drama, History,7.2,41574,Richie Smyth,Richard Lukunku,Danny Sapani,Andrew Stock,Mark Strong
114,Center of My World,2016,115,Drama, Romance,,7.2,6693,Jakob M. Erwa,Louis Hofmann,Jannik Schümann,Sabine Timoteo,Ada Philine Stappenbeck
115,Being 17,2016,116,Drama, Romance,,7.2,6827,André Téchiné,Sandrine Kiberlain,Kacey Mottet Klein,Corentin Fila,Alexis Loret
116,Janatha Garage,2016,162,Action, Crime, Drama,7.2,7663,Koratala Siva,Mohanlal,N.T. Rama Rao Jr.,Samantha Ruth Prabhu,Nithya Menen
117,Like Crazy,2016,116,Comedy, Drama,,7.2,9977,Paolo Virzì,Valeria Bruni Tedeschi,Micaela Ramazzotti,Valentina Carnelutti,Sergio Albelli
118,Italian Race,2016,118,Drama, Sport,,7.2,5461,Matteo Rovere,Stefano Accorsi,Matilda De Angelis,Paolo Graziosi,Lorenzo Gioielli
119,Te3n,2016,136,Drama, Mystery, Thriller,7.2,13330,Ribhu Dasgupta,Amitabh Bachchan,Nawazuddin Siddiqui,Vidya Balan,Mukesh Chhabra
120,Buddha in a Traffic Jam,2016,114,Crime, Thriller,,7.2,7884,Vivek Agnihotri,Anupam Kher,Aanchal Dwivedi,Mahie Gill,Pallavi Joshi
121,MSG the Warrior: Lion Heart,2016,120,Action, Adventure, Fantasy,7.2,7444,Gurmeet Ram Rahim Singh,Muntazir Ahmad,Gaurav Sharma Influencer,Ashok Insan,Bhushan Insan
122,Sing,2016,108,Animation, Comedy, Family,7.1,177103,Garth Jennings,Christophe Lourdelet,Matthew McConaughey,Reese Witherspoon,Seth MacFarlane
123,Silence,2016,161,Drama, History,,7.1,116028,Martin Scorsese,Andrew Garfield,Adam Driver,Liam Neeson,Tadanobu Asano
124,Don't Breathe,2016,88,Crime, Horror, Thriller,7.1,283342,Fede Alvarez,Stephen Lang,Jane Levy,Dylan Minnette,Daniel Zovatto
125,War Dogs,2016,114,Biography, Comedy, Crime,7.1,229292,Todd Phillips,Jonah Hill,Miles Teller,Steve Lantz,Gregg Weiner
126,Allied,2016,124,Action, Drama, Romance,7.1,161573,Robert Zemeckis,Brad Pitt,Marion Cotillard,Jared Harris,Vincent Ebrahim
127,Race,2016,134,Biography, Drama, Sport,7.1,38797,Stephen Hopkins,Stephan James,Jason Sudeikis,Eli Goree,Shanice Banton
128,Kung Fu Panda 3,2016,95,Animation, Action, Adventure,7.1,167655,Alessandro Carloni,Jennifer Yuh Nelson,Jack Black,Bryan Cranston,Dustin Hoffman
129,Deepwater Horizon,2016,107,Action, Drama, History,7.1,173278,Peter Berg,Mark Wahlberg,Kurt Russell,Douglas M. Griffin,James DuMont
130,Miracles from Heaven,2016,109,Biography, Drama, Family,7.1,26697,Patricia Riggen,Jennifer Garner,Kylie Rogers,Martin Henderson,Brighton Sharbino
